Name,Street Address,Type,Reviews,No of Reviews,Comments,Price_Range,State,ZipCode,City,weighted_ratings
The Cabin Restaurant,1172 Knollwood Rd," American, Bar, Vegetarian Friendly",4.0,144,"The busy parking lot and constant flow of people let you know there must be something that keeps people coming back.  The food is good and the service friendly.  Nothing fancy, but it's an efficient operation and it has a good vibe.  I had the...More",$$ - $$$,NY,10603-1099,White Plains,576.0
Toddle Inn Restaurant,1740 Central Blvd," Mexican, Cafe, Vegetarian Friendly",4.0,39,Must have gone on an off day. Food took an hour and some food was not cooked. Not great and am surprised by the other reviews. I won’t go back when in Brownsville.,$$ - $$$,TX,78520-8329,Brownsville,156.0
Spanish Pavillion,31 Harrison Ave," Spanish, Seafood, European",4.5,127,I had the garlic shrimp over rice with a side salad. It was delicious and we loved the crispy bread that came with our entrees. My sister had the skirt steak salad and we shared bites of each other’s entrees. The skirt steak was cooked...More,$$ - $$$,NJ,07029-1343,Harrison,571.5
Olivia's Mexican Restaurant,9447 Magnolia Avenue, Mexican,4.0,38,,$$ - $$$,CA,92503,Riverside,152.0
Sparta's Pizza & Pasta House,17630 Highway 99," Italian, Pizza, Vegetarian Friendly",4.0,64,I ordered baked lasagne and all it was were noodles tomato sauce and cheese on top. Supposed to be in a meat sauce but didn’t see it or even taste any meat. It was also sweet. It had sugar and a hint of cinnamon not...More,$$ - $$$,WA,98037-3611,Lynnwood,256.0
Observation Bar,1126 Queens Hwy," American, Bar",4.0,222,,$$ - $$$,CA,90802-6331,Long Beach,888.0
Paolo's Italian Restaurant,23810 104th Ave SE," Italian, Vegetarian Friendly, Vegan Options",4.5,148,We love Paolo's. The food was delicious abd the service was professional! Definitely would recommend to friends and family.,$$ - $$$,WA,98031-3314,Kent,666.0
Rosemary Cafe,1001 Main St," American, Cafe, Soups",4.5,58,"Absolutely delightful find.   I've lived in Vancouver for many years and have not made in here, but WILL be back.   I think it is a great spot for ""girlfriends"".  You can talk and be heard.   I had an old fashioned roasted turkey sandwich (breast) with...More",$$ - $$$,WA,98660-2894,Vancouver,261.0
Nemea Greek Taverna,96 S 1st St," Mediterranean, Greek, Vegetarian Friendly",4.0,257,,$$ - $$$,CA,95113-2406,San Jose,1028.0
Bazille,3200 184th St SW," American, Vegetarian Friendly, Vegan Options",4.5,38,"Bazille is worth the parking and the Mall hassle.
Note that you have to pass through a section of women's clothing for sale that is so expensive it's almost laughable.  Including, on the evening we were there, an $800 little number that I swear looks...More",$$ - $$$,WA,98037,Lynnwood,171.0
Jojo's Tavern,2677 Nottingham Way.," Italian, American, Bar",4.5,170,I’ve been going to jojos for years and I will continue to go for as long as I live ! The food has been consistently good for as long as I’ve been going . I will always call on Friday morning for my Friday evening...More,$$ - $$$,NJ,08619,Trenton,765.0
Cured,306 Pearl Pkwy Ste 101," American, Gluten Free Options",4.5,705,"We went to Cured for a light dinner.  The place was busy but, we were seated right away.  We ordered a tasting sampler of meats and cheese including the quail wings.  The food was very good and the service was attentive.  Ii is pricey but,...More",$$ - $$$,TX,78215-1290,San Antonio,3172.5
Sweet Basil,370 Delaware Ave," Asian, Thai, Vegetarian Friendly",4.5,129,"My mom and I stopped here for lunch on a weekday. The service was great, and the food was even better, we were both very happy with our lunch selections. Be aware that they don't serve alcohol.",$$ - $$$,NY,12209-1622,Albany,580.5
The Rock Wood Fired Pizza,4301 S Meridian," Pizza, American",4.0,72,"For great service, great wood fired pizza, and really good wings. You need to go here. Sit at the bar, have a classic bucket. And enjoy your food.",$$ - $$$,WA,98373-5925,Puyallup,288.0
Axia Taverna,18 Piermont Rd," Mediterranean, Greek, Vegetarian Friendly",4.5,120,This is the second time eating at this lovely restaurant. If you enjoy wine they offer an extensive variety. My husband and I both enjoyed our meals. All very fresh tasting food.  The first time we came was for a group party and they did...More,$$$$,NJ,07670-1716,Tenafly,540.0
Toulouse Cafe and Bar (Dallas),3314 Knox St," French, European, Vegetarian Friendly",4.5,264,My wife and I had a wonderful dinner at Toulouse last night. It was a great experience. When we arrived we were greeted warmly at the door and everyone including our waitress was very friendly and attentive.  This is a lovely place for a date....More,$$ - $$$,TX,75205-4034,Dallas,1188.0
Gyro World,19423 Northern Blvd," Mediterranean, Greek, Vegetarian Friendly",4.5,83,"I went yesterday for the first time, food was delicious. I was a little taken back at first as I saw this place on Instagram and knew I needed to try it. I love gyro' greek salad, etc. Parking wasn't bad for a mid Sunday...More",$,NY,11358-3032,Flushing,373.5
Evelyn's Restaurant,45 Easton Ave," International, Mediterranean, Middle Eastern",4.0,54,"I expected much more. We each had a lamb dish. The meat was good but everything else was just ok. The food presentation left much to be desired as did the ambiance. It was very cold inside, big draft from the door and just overall...More",$$ - $$$,NJ,08901-1830,New Brunswick,216.0
Salsa TexMex Frisco,3245 Main St Ste 201," Mexican, Southwestern, Vegetarian Friendly",4.5,74,Pollo con crema was very good and the service was terrific as well. Definitely a place for us coming back to.,$$ - $$$,TX,75034-4419,Frisco,333.0
AVANT Restaurant,17550 Bernardo Oaks Dr," American, Vegetarian Friendly, Gluten Free Options",4.5,240,,$$$$,CA,92128-2112,San Diego,1080.0
Spice Symphony,150 E 50th St," Indian, Vegetarian Friendly, Vegan Options",4.5,2580,"Great food and service! We had a mix of Indian and Chinese dishes, and everything came out perfect. Our waiter - Nisar - was wonderful.",$$ - $$$,NY,10022-9500,New York City,11610.0
Santa Monica Seafood,1000 Wilshire Blvd," American, Seafood, Gluten Free Options",4.5,304,,$$ - $$$,CA,90401-1907,Santa Monica,1368.0
Salt Creek Grille - Princeton,1 Rockingham Row," American, Bar, Grill",4.0,482,Cozy place to meet friends & catch up.  Nice menu with reasonable prices and good variety.  The wood burning smell gives great atmosphere.,$$ - $$$,NJ,08540-5782,Princeton,1928.0
A Little Bit of Cuba,2 E Main St," Caribbean, Latin, Spanish",4.0,214,"No one was in the restaurant !!!  Probably the time of year —-but that made me nervous —-anyway, the food was good.",$$ - $$$,NJ,07728-2285,Freehold,856.0
Trattoria L'incontro,2176 31st St," Italian, Vegetarian Friendly, Vegan Options",4.5,415,"We were in town from sunny Florida to celebrate our daughters birthdays. My son in law ( Ron ), who is the ultimate Italian foodie,  took us here for the big night ( he’s a regular). Everything from the incredible food ( which he picked...More",$$$$,NY,11105-2602,Astoria,1867.5
Tomino - Taberna Gallega,192 Grand St," Spanish, Wine Bar, Mediterranean",4.5,197,Excellent meals and service. Continental cooking in the heart of Manhattan. Great variety of authentic Spanish dishes.,$$ - $$$,NY,10013-3712,New York City,886.5
The River Palm Terrace,1416 River Rd," Seafood, Sushi, American",4.5,271,"Excellent service, delicious food! The only complaint is that if you go on a Saturday night be prepared to wait. We had a 7:15 reservation but did not get seated until 8pm. It seems the problem is diners who have finished their meals stay too...More",$$$$,NJ,07020-1537,Edgewater,1219.5
Mario's Place,3646 Mission Inn Ave," Italian, Vegetarian Friendly, Vegan Options",4.5,277,,$$$$,CA,92501-3309,Riverside,1246.5
Olive Garden,4276 Guide Meridian," Italian, Vegetarian Friendly, Vegan Options",4.0,410,Olive Garden is one of our favourite places for lunch when we go to the Bellingham area. It is one of those places that is always reliable for good food at reasonable prices. Love the chicken Alfredo pizza bowl with Zappa toscana and the bread...More,$$ - $$$,WA,98226-6476,Bellingham,1640.0
Eileen's Special Cheesecake,17 Cleveland Pl," American, Vegetarian Friendly",4.5,2057,"We really enjoyed our visit here, a great selection and the cheesecakes were delicious. Definitely worth the visit!",$,NY,10012-4052,New York City,9256.5
Zuppa Restaurant & Lounge,59 Main Street, Italian,4.0,96,"We came for restaurant week and for the most part were not disappointed. The place was really nice with a loft, Soho style atmosphere. The menu was very ample. The red pepper soup was fabulous as were the eggplant spheres. The chicken was cooked perfectly...More",$$ - $$$,NY,10701,Yonkers,384.0
Grappa '72 Ristorante,818 Central Ave," Italian, Vegan Options, Vegetarian Friendly",4.5,362,"Friends raved about this place.  We must have hit a bad night as things were just not right in many ways.  The wait staff tries hard, but must be coached to serve the ladies first, take their orders first, etc.  The water person did a...More",$$ - $$$,NY,12206-1543,Albany,1629.0
Jimmy's Famous American Tavern,1733 Ocean Ave," American, Bar, Vegetarian Friendly",4.5,155,,$$ - $$$,CA,90401,Santa Monica,697.5
Harvey Cedars Shellfish Co,7904 Long Beach Blvd," American, Seafood",4.0,117,Be prepared to have a great meal at a fair price. BYOB makes it affordable.  Fresh seafood at picnic tables. Wait staff is very attentive,$$ - $$$,NJ,08008-5952,"Harvey Cedars, Long Beach Island",468.0
618,618 Park Ave," American, Vegetarian Friendly, Vegan Options",4.5,395,"What a great place!  The decor was classy and comfortable, and the vibe was intimate. Our waiter, Rick, was extremely friendly and knowledgeable about the menu and made excellent suggestions.  He also paced the meal well and was attentive without being intrusive at all.  And...More",$$ - $$$,NJ,07728-2352,Freehold,1777.5
Hula Grill,940 Boardwalk," American, Seafood, Polynesian",4.5,340,"We stop by Hulas every time we come to OC. Great food, fair prices, large portions. This place probably has the best food on the boardwalk. The only complaint I have is that there aren't more of them around. Highly recommend the Chicken platter",$$ - $$$,NJ,08226-3537,Ocean City,1530.0
Ribs On the Run,396 Central Ave," Barbecue, American",4.5,35,"Took the chicken and ribs combo - was very good

Falling of the bone as they should

BBQ sauce also tasty",$,NY,10606-1211,White Plains,157.5
Rodeo Goat,1926 Market Center Blvd," American, Bar, Vegetarian Friendly",4.5,837,"Take the budaciuos! The best burger in the world, the mix of the delicious jalapeños and burger and cheese and bacon OMG!",$$ - $$$,TX,75207-3317,Dallas,3766.5
Bangkok @12 Thai Restaurant,900 12th St," Asian, Thai, Vegetarian Friendly",4.5,154,,$$ - $$$,CA,95814-2903,Sacramento,693.0
Norma,438 3rd Ave," Italian, Pizza, Mediterranean",4.5,204,"Food--wow very Sicilian, prices fair
Service--friendly, efficient, genuine
Ambience--nice layout despite small space

More Italian heard here than most

Make sure you stop by if in the area",$$ - $$$,NY,10016-6040,New York City,918.0
Petite Boucherie,14 Christopher St," French, Vegetarian Friendly, Vegan Options",4.5,503,"Beautiful authentic French bistrot. I had a wonderful experience, the service and food were excellent. I will definitely come back. Thank you !",$$ - $$$,NY,10014-3523,New York City,2263.5
Italian Garden,1215 Avenue J," Italian, Pizza, Vegetarian Friendly",4.5,276,"I enjoyed their spaghetti, but the pink sauce ravioli tasted more like the ravioli was stuffed with canned tuna....anyway,  very bland and not anything I would ever order again.  
They do accept reservations for large groups, but not for 2 or 4 people.  
I do...More",$$ - $$$,TX,79401-4019,Lubbock,1242.0
Basic,410 10th Ave," Italian, Pizza, Vegetarian Friendly",4.5,504,,$$ - $$$,CA,92101-7202,San Diego,2268.0
Mac's Bar & Grill,6077 W Interstate 20," American, Bar, Vegetarian Friendly",4.0,160,"Excellent food, good selection, at many price ranges.  Friendly, helpful waitstaff. The dining room is a little noisy when full.",$$ - $$$,TX,76017-1042,Arlington,640.0
La Plaza de Mexico,9420 E Sprague Ave," Mexican, Vegetarian Friendly",4.5,45,"Super yummy authentic Mexican quinine. Great atmosphere everytime. Every nice staff, so friendly folks. Highly recommended.",$$ - $$$,WA,99206-3615,Spokane,202.5
Salty's On The Columbia River,3839 NE Marine Dr," American, Seafood, Vegetarian Friendly",4.5,1140,Great views. Service was excellent.  The food was high quality and fresh.  We want on Valentines Day so there was a condensed menu but it was still great.,$$$$,OR,97211-2129,Portland,5130.0
Cucina Alessa,520 Main St," Italian, Vegetarian Friendly, Vegan Options",4.5,298,,$$ - $$$,CA,92648-5134,Huntington Beach,1341.0
Sorrento's Subs,690 Park Ave," American, Deli",4.5,66,This is an old-school sub shop with the potential to be so great. Quality meats and good bread with made to order sandwiches. The issue is they are skimpy on the quantity of meats and cheeses that they put on the sub....with an abundance of...More,$,NJ,07728-2370,Freehold,297.0
Kitty Hoynes Irish Pub & Restaurant,301 W Fayette St," Bar, American, Irish",4.5,659,"We recently stayed in Armory Square while visiting our son at Syracuse University.  My wife and I and some friends drove up for a basketball game, and Kitty Hoynes was directly across the street from our hotel.  It proved to be the perfect place to...More",$$ - $$$,NY,13202-1201,Syracuse,2965.5
Tick Tock Diner NJ,281 Allwood Rd," American, Diner, Vegetarian Friendly",3.5,434,Went for lunch with a friend. Had not been back since the redo.  Place is clean. Service was great.  Lunch portions were so large we took to go bags with at least half of our sandwiches.,$$ - $$$,NJ,07012-1703,Clifton,1519.0
